,link,source,thumbnail,query,lang,country,termid
0,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAg9EAE#imgrc=CT8ovBU_ICMVnM,https://en.wikipedia.org/wiki/Soil_contamination,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqUXnhHhV-u3NhDbGuEUwvEVykoxVdlsy112PwxAGs7A&s,Soil contamination,en,US,65
1,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhVEAE#imgrc=2N-OKH5vg32q5M,https://www.worldatlas.com/articles/what-is-soil-contamination.html,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTH9iL8UgqAspvwFnsiI-4K1Yl0fXo3CTRY3Bko2OtSjg&s,Soil contamination,en,US,65
2,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhSEAE#imgrc=MQXfV3Mk761z2M,https://financialtribune.com/articles/environment/69220/soil-contamination-getting-worse,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCdNcR_SBVI_j5r3yuzQrRDqzcFMHBvvUpRKGZ3EvwHQ&s,Soil contamination,en,US,65
3,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhWEAE#imgrc=7qYVkiDnHcHHEM,https://www.btlliners.com/soil-contamination-liners/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTdvb4UpCcFF8g3dHOMv9Pq_LJOCYn26yx7M-tJ-5PcTA&s,Soil contamination,en,US,65
4,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhREAE#imgrc=4YHdcgcSZp1cfM,https://www.iamcountryside.com/growing/phytoremediation-plants-clean-contaminated-soil/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRfH2YsXLn5n8DAP3_MYZ6yyPvzithfwKADgdElBObUag&s,Soil contamination,en,US,65
5,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhQEAE#imgrc=R-hv-1iScQUAhM,https://www.soiladvocates.ca/soil-contamination-and-remediation/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTwRkwfkd4cxZL9gLu_ljaUH71QydUzy-6GQKOyZoiHjQ&s,Soil contamination,en,US,65
6,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhTEAE#imgrc=lwBYXS9NkY5wnM,https://reliefweb.int/report/world/soil-pollution-hidden-reality,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJIUtdtyOyEvo4zET3kEQKnUn7wE-Bpo6ZkUPrajo6Og&s,Soil contamination,en,US,65
7,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhOEAE#imgrc=MLftLMQPqCGwtM,https://enva.com/case-studies/contaminated-soil-treatment-methods,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR5KtB_IiSiTQ5qsWh-fhL0W8G2oYOvVp-qT2W5xNNOmg&s,Soil contamination,en,US,65
8,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhUEAE#imgrc=NDR2gNBMyMJbOM,https://www.bioenergyconsult.com/disposal-of-contaminated-soil/,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT9rXL2TrTgu3zp0OPevDFYyG7hzL08VS3q6f-A__MQ3g&s,Soil contamination,en,US,65
9,https://www.google.com/search?q=Soil+contamination&hl=en&gl=US&tbm=isch&source=iu&ictx=1&vet=1&fir=CT8ovBU_ICMVnM%252C4z2trc4BBqGHMM%252C_%253B2N-OKH5vg32q5M%252CofOMe2k7SKgNGM%252C_%253BMQXfV3Mk761z2M%252CuFO8HwIZkLaX4M%252C_%253B7qYVkiDnHcHHEM%252C6bK0xFH2n52SHM%252C_%253B4YHdcgcSZp1cfM%252CsF6ANkiSKq1TVM%252C_%253BR-hv-1iScQUAhM%252CPDHx7eJHBFIqyM%252C_%253BlwBYXS9NkY5wnM%252CxfZyTyv32vhHtM%252C_%253BMLftLMQPqCGwtM%252C-noye-4viaKujM%252C_%253BNDR2gNBMyMJbOM%252CsGikx1Bpbjcr8M%252C_%253Bi1TirB3DjEv5cM%252CzIgMnn1kBna6BM%252C_&usg=AI4_-kRCCbRehxh7kY7OsSGxpcNlYrr5Vw&sa=X&ved=2ahUKEwin7ZC7_Nn3AhUjnOAKHeQCB6UQ9QF6BAhXEAE#imgrc=i1TirB3DjEv5cM,https://www.intechopen.com/books/environmental-risk-assessment-of-soil-contamination/soil-contamination-risk-assessment-and-remediation,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQWrN-XwOuwyNLquZg8N8tdiVGypAm6S_ujWhGtpce2Wg&s,Soil contamination,en,US,65
0,https://www.google.com/search?q=Infection&gl=US&hl=en&tbm=isch&source=iu&ictx=1&vet=1&fir=X5zGJIfh42j8MM%252CAlk2FnSCPFl9lM%252C_%253BqYxpHtdv5UrztM%252Cb51ZA9hKYb6OaM%252C_%253BrrfUmFIh3GX1aM%252CZMWwYRMWZ3ShxM%252C_%253B-3q9JzhJVOYr8M%252C3XmscXi845XrIM%252C_%253BuPA_-6IbTY9pnM%252CnHXtLYX9V9CidM%252C_%253BOt1qVQwIj7LSMM%252CmRj8KUDcgTal2M%252C_%253B4Zd8Yfn2JZZAlM%252CzqWBR7VMdnuN1M%252C_%253B5Wgy8JRhVKsWUM%252C6-YI1hu7i51yFM%252C_%253BleBAsr9GBIBvlM%252CzYfUYRJlL9clVM%252C_%253BWi1DHbCJ9C5clM%252ClRLWxU6vfJ5w5M%252C_&usg=AI4_-kQXAXLf_yDB2Iwrza_pXXCfFhxBWw&sa=X&ved=2ahUKEwi3tP2-_Nn3AhWFPM0KHSQeDZEQ9QF6BAgXEAE#imgrc=X5zGJIfh42j8MM,https://www.verywellhealth.com/infection-5096014,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOLfw4utLRBl54Jfc5FiE84_gzjeLYZmI6AHjsDaCzxQ&s,Infection,en,US,68
